"ID","GaelicKeywords","WordBreaks","GaelicKeywordsTraditionalSpelling","WordClass","WordClassMerged"
"13918","Linne Foirthe, ",", ",", ","ainm-àite","noun"
"13919","là-trasgaidh, latha-trasgaidh, , là-trasgaidh, latha-trasgaidh, , , , , , , , , làithean-trasgaidh, , , , , , , , , , làithean-trasgaidh, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"13920","dreasaigeam, dreasaig, dreasaigeadh, dreasaigeamaid, dreasaigibh, dreasaigeadh, dreasaigeadh, dhreasaigeadh, , , , , , , , , , , , , , , dreasaigidh, dhreasaigeas, dreasaig, dhreasaig, dhreasaig, do dhreasaig, dreasaigte, dhreasaigte, dhreasaiginn, dhreasaigeadh, dhreasaigeamaid, dreasaiginn, dhreasaiginn, dreasaigeadh, dhreasaigeadh, dreasaigeamaid, dhreasaigeamaid, dreasaigear, dreasaigtear, dreasaigear, dhreasaigear, dreasaigear, dhreasaigear, dhreasaigeadh, do dhreasaigeadh, dhreasaigte, dhreasaigiste, dhreasaigist, dreasaigte, dreasaigiste, dreasaigist, dhreasaigte, dhreasaigiste, dhreasaigist, , ",", , , , dreasaig!ibh, , dreasaig!eadh, dhreasaig!eadh, , , , , , , , , , , , , , , dreasaig!idh, dhreasaig!eas, , , , , dreasaig!te, dhreasaig!te, dhreasaig!inn, dhreasaig!eadh, dhreasaig!eamaid, dreasaig!inn, , dreasaig!eadh, , dreasaig!eamaid, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"13921","Làthosach, , Làthosaiche, , , , Làthosach, , Làthosaich, , Làthosaiche, , Làthosaich, , , ","Làthos!ach, , Làthos!aiche, , , , , , Làthos!aich, , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"13922","Làthosach, , Làthosaich, , , , , , , , Làthosaich, Làthosaich, , , , , , , , Làthosachaibh, , Làthosach, , , , , , , , Làthosacha, , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"13923","Làthosais, , Làthosais, , Làthosaise, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","Làthos!ais, , , , Làthos!aise, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"13924","le còig de mhòr-chuid, le 5 de mhòr-chuid, ",", ","le cóig de mhór-chuid, ",,NULL
"13925","le a chorrag a-mach do Chalum, le chorrag a-mach do Chalum, ",", ",", ",,NULL
"13926","le a chù ri a bhonn, le chù ri bhonn, ",", ",", ",,NULL
"13927","le a làmhan mun cuairt dha ghlùintean, le làmhan mun cuairt dha ghlùintean, ",", ",", ",,NULL
"13928","a leithid seo de dhuine, ",", ",", ",,NULL
"13929","le uile-chridhe, le uile chridhe, ",", ",", ",,NULL
"13930","le aimlisg, ",", ",", ",,NULL
"13931","le aoibh a tha cho soilleir ris a' ghrèin na h-aghaidh, ",", ","le aoibh a tha cho soilleir ris a' ghréin 'na h-aghaidh, ",,NULL
"13932","le àrd-urram, ",", ",", ",,NULL
"13933","le barantas dà bhliadhna, ",", ",", ",,NULL
"13934","le barrantas lagha, le barantas lagha, ",", ",", ",,NULL
"13935","le beulaibh bàis, ",", ",", ",,NULL
"13936","le caran, ",", ",", ",,NULL
"13937","le ceadachas, ",", ",", ",,NULL
"13938","buidheann le com-pàirt ann an ionmhas, ",", ",", ",,NULL
"13939","le cridhe mar chloich, le cridhe mar chlach, ",", ",", ",,NULL
"13940","le crios mu a mheadhan, le crios mu mheadhan, ",", ",", ",,NULL
"13941","le cumha, ",", ",", ",,NULL
"13942","le deagh dhùrachd, ",", ","le deagh-dhùrachd, ",,NULL
"13943","le deagh thoil, ",", ","le deagh-thoil, ",,NULL
"13944","le deòin Dhè, ",", ","le deòin Dhé, ",,NULL
"13945","le do thoil fhèin, ",", ","le do thoil fhéin, ",,NULL
"13946","le duais £100, le duais ceud not, ",", ",", ",,NULL
"13947","le dùrachdan, ",", ",", ",,NULL
"13948","le èigh nan creach na bheul, ",", ","le éigh nan creach 'na bheul, ",,NULL
"13949","le foill, ",", ",", ",,NULL
"13950","le frionas, ",", ",", ",,NULL
"13951","le gach beannachd bho na h-àrdaibh, le gach beannachd o na h-àrdaibh, ",", ",", ",,NULL
"13952","le gonadh na ghuth, ",", ","le gonadh 'na ghuth, ",,NULL
"13953","le grad-ghluasad, ",", ",", ",,NULL
"13954","le làimh air do bhroilleach, ",", ",", ",,NULL
"13955","le làmh làidir, ",", ",", ",,NULL
"13956","le leigeil air a bhith feargach, ",", ",", ",,NULL
"13957","le leum ceithir-bonn, le leum cheithir-bonn, ",", ",", ",,NULL
"13958","le luasgan-inntinne, le luasgan-inntinn, ",", ",", ",,NULL
"13959","le mòr-ghàirdeachas is beag-ghearan, ",", ","le mór-ghàirdeachas is beag-ghearan, ",,NULL
"13960","le mòr-spèis, ",", ","le mór-spéis, ",,NULL
"13961","le òrdugh rìoghail, ",", ",", ",,NULL
"13962","le osann, ",", ",", ",,NULL
"13963","le sgeun na shùilean, ",", ","le sgeun 'na shùilean, le sgian 'na shùilean, ",,NULL
"13964","le sìor-iarraidh thig furtachd latheigin, ",", ","le sìor iarraidh thig furtachd latha-eigin, le sìor iarraidh thig furtachd lath'-eigin, ",,NULL
"13965","le snas-ghluasad, ",", ",", ",,NULL
"13966","le suathadh beag de phiobar, ",", ",", ",,NULL
"13967","le sùil do chuirp, ",", ",", ",,NULL
"13968","le sùil ri, ",", ",", ",,NULL
"13969","le turtar, ",", ",", ",,NULL
"13970","le uile dhùrachd do chridhe, le uile-dhùrachd do chridhe, ",", ",", ",,NULL
"13971","le ùmhlachd do lèirmheas, ",", ","le ùmhlachd do léirmheas, ",,NULL
"13972","le ur cead, ler cead, le 'r cead, ",", ",", ",,NULL
"13973","Leabaidh Nighean Rìgh Lochlainn, ",", ",", ","ainm-àite","noun"
"13974","leabaidh-dhùinte, , leabaidh-dhùinte, , leapa-dùinte, , , , , , , , , leapannan-dùinte, , , , , , , , , , leapannan-dùinte, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"13975","leabaidh-phòsta, , leabaidh-phòsta, , leapa-pòsta, , , , , , , , , leapannan-pòsta, , , , , , , , , , leapannan-pòsta, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"13976","leabaidh-shiùbhla, , leabaidh-shiùbhla, , leapa-shiùbhla, , , , , , , , , leapannan-shiùbhla, , , , , , , , , , leapannan-shiùbhla, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"13977","Leabanach, , Leabanaiche, , , , Leabanach, , Leabanaich, , Leabanaiche, , Leabanaich, , , ","Leaban!ach, , Leaban!aiche, , , , , , Leaban!aich, , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"13978","Leabanach, , Leabanaich, , , , , , , , Leabanaich, Leabanaich, , , , , , , , Leabanachaibh, , Leabanach, , , , , , , , Leabanacha, , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"13979","Leabanon, ",", ",", ","ainm-àite boir.","noun"
"13980","tòisichear, thòisichear, tòisicheir, thòisicheir, , , , , , , , tòisichearan, thòisichearan, , , , , , , tòisichearaibh, thòisichearaibh, tòisichearan, thòisichearan, , , , , , , , , , ","tòisich!ear, thòisich!ear, tòisich!eir, thòisich!eir, , , , , , , , tòisich!ear!an, thòisich!ear!an, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"13981","Leabhar Adhamhnain, ",", ",", ",,NULL
"13982","Leabhar Aithghearr nan Ceist, ",", ",", ",,NULL
"13983","Leabhar Àird Mhacha, ",", ",", ",,NULL
"13984","leabhar bog, ",", ",", ",,NULL
"13985","Leabhar Cheannanais Mhòir , ",", ","Leabhar Cheannanais Mhóir , ",,NULL
"13986","Leabhar Churaidhean an t-Saoghail le MacAonghais, ",", ",", ",,NULL
"13987","leabhar cruaidh, ",", ",", ",,NULL
"13988","Leabhar Dheadhan Lios Mhòir, ",", ","Leabhar Dheadhan Lios Mhóir, ",,NULL
"13989","Leabhar Dhèir, ",", ","Leabhar Dhéir, ",,NULL
"13990","Leabhar Eòin, ",", ",", ",,NULL
"13991","leabhar nan achdan, ",", ",", ",,NULL
"13992","leabhar nan curaidh, ",", ",", ",,NULL
"13993","leabhar-ginealach, leabhar-ghinealach, leabhair-ghinealach, , , , , , , , , leabhraichean-ginealach, , , , , , , , , , leabhraichean-ginealach, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"13994","loisgeadair, , loisgeadair, , , , , , , , , loisgeadairean, , , , , , , , loisgeadairibh, , loisgeadairean, , , , , , , , , , , ","loisg!eadair, , , , , , , , , , , loisg!eadair!ean, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"13995","leac, , lic, , lice, , , , , , , , , leacan, leacannan, , , , , , , , leacaibh, , leacan, leacannan, , , , , , , , , , ",", , , , , , , , , , , , , leac!an, leac!annan, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"13996","Leac a' Mhaigh, ",", ",", ","ainm-àite","noun"
"13997","Leac an Fhrangaich, ",", ",", ","ainm-àite","noun"
"13998","leac-theinntein, , lic-theinntein, , lice-teinntein, , , , , , , , , leacan-teinntein, , , , , , , , , , leacan-teinntein, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"13999","Leac Bhàn, ",", ",", ","ainm-àite","noun"
"14000","leacan, , leacain, , , , , , , , , leacain, , leacanan, , , , , , leacanaibh, , leacan, , leacanan, , , , , , , , , ","leac!an, , leac!ain, , , , , , , , , , , leacan!an, , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14001","Loch Seile, ",", ",", ","ainm-àite","noun"
"14002","leadan, , leadain, , , , , , , , , leadanan, , , , , , , , leadanaibh, , leadanan, , , , , , , , , , , ",", , , , , , , , , , , leadan!an, , , , , , , , leadan!aibh, , , , , , , , , , , , , ","liodan, , liodain, , , , , , , , , liodanan, , , , , , , , liodanaibh, , liodanan, , , , , , , , , , , ","fir.","noun"
"14003","leadan-liosta, , leadain-liosta, , , , , , , , , leadanan-liosta, , , , , , , , , , leadanan-liosta, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","leadan-liosda, , leadain-liosda, , , , , , , , , leadanan-liosda, , , , , , , , , , leadanan-liosda, , , , , , , , , , , ","fir.","noun"
"14004","leagam, leag, leagadh, leagamaid, leagaibh, leagadh, leagail, , leagadh, , , , , , , , , , , , , , leagaidh, leagas, leag, leag, leag, do leag, leagta, leagta, leagainn, leagadh, leagamaid, leagainn, leagainn, leagadh, leagadh, leagamaid, leagamaid, leagar, leagtar, leagar, leagar, leagar, leagar, leagadh, do leagadh, leagte, leagteadh, leagaiste, leagaist, leagte, leagaiste, leagaist, leagte, leagaiste, leagaist, , ","leag!am, , , , leag!aibh, , leag!ail, , , , , , , , , , , , , , , , leag!aidh, leag!as, , , , , leag!ta, , leag!ainn, leag!adh, leag!amaid, , , , , , , leag!ar, leag!tar, , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"14005","leag Calum am balla, ",", ",", ",,NULL
"14006","leag balla, ",", ",", ",,NULL
"14007","leag Calum mu làr, ",", ",", ",,NULL
"14008","leag an cù fiadh, ",", ",", ",,NULL
"14009","leag an taigh, ",", ",", ",,NULL
"14010","leag biadh, ",", ",", ",,NULL
"14011","leag boma, ",", ",", ",,NULL
"14012","leag gu làr, ",", ",", ",,NULL
"14013","leig leam, ",", ",", ",,NULL
"14014","leig leis, ",", ",", ",,NULL
"14015","leag prìsean, ",", ",", ",,NULL
"14016","leag sinn an seòl, ",", ",", ",,NULL
"14017","leag sinn croinn air, leag croinn, leig croinn, ",", ",", ",,NULL
"14018","leag teant, ",", ",", ",,NULL
"14019","leig thusa leat, ",", ",", ",,NULL
"14020","leagadh, , leagaidh, , , , , , , , , leagaidhean, , , , , , , , leagadhaibh, , leagaidhean, , , , , , , , , , , ",", , , , , , , , , , , leag!aidh!ean, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14021","co-leaghadh, cho-leaghadh, co-leaghaidh, cho-leaghaidh, , , , , , , , co-leaghaidhean, cho-leaghaidhean, , , , , , , , , co-leaghaidhean, cho-leaghaidhean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14022","leagham, leagh, leaghadh, leaghamaid, leaghaibh, leaghadh, leaghadh, , , , , , , , , , , , , , , , leaghaidh, leaghas, leagh, leagh, leagh, do leagh, leaghta, leaghta, leaghainn, leaghadh, leaghamaid, leaghainn, leaghainn, leaghadh, leaghadh, leaghamaid, leaghamaid, leaghar, leaghtar, leaghar, leaghar, leaghar, leaghar, leaghadh, do leaghadh, leaghte, leaghaiste, leaghaist, leaghte, leaghaiste, leaghaist, leaghte, leaghaiste, leaghaist, , ","leagh!am, , , , leagh!aibh, , , , , , , , , , , , , , , , , , leagh!aidh, leagh!as, , , , , leagh!ta, , leagh!ainn, leagh!adh, leagh!amaid, , , , , , , leagh!ar, leagh!tar, , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"14023","leagte ris, ",", ",", ",,NULL
"14024","leamh, , leamha, , , , leamha, , leimh, , leimhe, , leimh, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"14025","dè an cion-fàth a bha aige, ",", ","dé an cion-fàth a bha aige, dé an ceann-fàth a bha aige, ",,NULL
"14026","leamhan, , leamhain, leamhna, , , , , , , , , leamhanan, , , , , , , , leamhanaibh, , leamhanan, , , , , , , , , , , ","leamh!an, , leamh!ain, , , , , , , , , leamh!an!an, , , , , , , , , , , , , , , , , , , , , ","liobhan, liomhan, , liobhain, liomhain, , , , , , , , , liobhanan, liomhanan, , , , , , , , liobhanaibh, liomhanaibh, , liobhanan, liomhanan, , , , , , , , , , , ","fir.","noun"
"14027","leamhan-bog, leamhan-bhog, leamhain-bhuig, , , , , , , , , leamhanan-boga, , , , , , , , , , leamhanan-boga, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14028","leamhan-gallda, leamhan-gallta, leamhan-ghallda, leamhan-ghallta, leamhain-ghallda, leamhain-ghallta, , , , , , , , , , leamhanan-gallda, leamhanan-gallta, , , , , , , , , leamhanan-gallda, leamhanan-gallta, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14029","leamhnach-Ailpeach, , leamhnaich-Ailpich, , leamhnaich-Ailpiche, , , , , , , , , leamhnaichean-Ailpeach, , , , , , , , , , leamhnaichean-Ailpeach, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14030","leamhnach an earraich, ",", ",", ",,NULL
"14031","leamhnagan air do shùil, ",", ",", ",,NULL
"14032","leanam, lean, leanadh, leanamaid, leanaibh, leanadh, leantainn, , leanmhainn, , leanachd, , leanail, , leanailt, , leantail, , , , , , leanaidh, leanas, lean, lean, lean, do lean, leanta, leanta, leanainn, leanadh, leanamaid, leanainn, leanainn, leanadh, leanadh, leanamaid, leanamaid, leanar, leantar, leanar, leanar, leanar, leanar, leanadh, do leanadh, leante, leanaiste, leanaist, leante, leanaiste, leanaist, leante, leanaiste, leanaist, , ","lean!am, , , , lean!aibh, , lean!tainn, , , , lean!achd, , lean!ail, , lean!ailt, , lean!tail, , , , , , lean!aidh, lean!as, , , , , lean!ta, , lean!ainn, lean!adh, lean!amaid, , , , , , , lean!ar, lean!tar, , , , , , , , , , , , , , , , , ",", , , , , , leantuinn, , leanmhuinn, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"14033","lean air, ",", ",", ",,NULL
"14034","lean air druim Chaluim, ",", ",", ",,NULL
"14035","lean air thòir an eachraidh, ",", ",", ",,NULL
"14036","lean an cù a luirg chun an-seo, ",", ",", ",,NULL
"14037","Lèan an Easa, ",", ",", ","ainm-àite","noun"
"14038","lean e air an t-sraon sin gus, ",", ",", ",,NULL
"14039","lean e car uarach, ",", ",", ",,NULL
"14040","lean e rium, ",", ",", ",,NULL
"14041","lean e roimhe a bhualadh, ",", ",", ",,NULL
"14042","lean fasan, ",", ",", ",,NULL
"14043","lean ri chèile fiodh is plastaig, ",", ","lean ri chéile fiodh is plastaig, ",,NULL
"14044","lèana, lèan, , lèana, lèin, leòin, leànaidh, , , , , , , , , lèanan, lèantan, lèantaichean, , , , , , , , lèanaibh, , lèanan, lèantan, lèantaichean, , , , , , , , , , , ",", , leàn!aidh, , , , , , , , , lèan!an, lèan!tan, lèan!taichean, , , , , , , , , , , , , , , , , , , , , ","lian, liana, leun, , liana, leuna, léin, lianaidh, , , , , , , , , liantan, lianan, , , , , , , , lianaibh, leunaibh, , liantan, lianan, , , , , , , , , , , ","fir.","noun"
"14045","leanabas, , leanabais, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","leanab!as, , leanab!ais, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14046","leanabh maoth, ",", ",", ",,NULL
"14047","leanachd Chrìosta, ",", ","leanachd Chrìosda, ",,NULL
"14048","lèanag, , lèanaig, , lèanaige, , , , , , , , , lèanagan, lèanaigean, , , , , , , , lèanagaibh, , lèanagan, lèanaigean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","lianag, leunag, , lianaig, leunaig, , lianaige, leunaige, , , , , , , , , lianagan, leunagan, , , , , , , , lianagaibh, leunagaibh, , lianagan, leunagan, , , , , , , , , , ","boir.","noun"
"14049","leanailt, , leanailt, , leanailte, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","lean!ailt, , , , lean!ailte, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14050","leanabh-cìche, leanabh-chìche, leinibh-chìche, , , , , , , , , leanabhan-cìche, , , , , , , , , , leanabhan-cìche, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14051","leanabh-mic, leanabh-mhic, leinibh-mhic, , , , , , , , , leanabhan-mic, , , , , , , , , , leanabhan-mic, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14052","leanabh-nighinn, , leinibh-nighinn, , , , , , , , , leanabhan-nighinn, , , , , , , , , , leanabhan-nighinn, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14053","leannan-locraidh, lionnan-locraidh, , leannain-locraidh, lionnain-locraidh, , , , , , , , , leannain-locraidh, lionnain-locraidh, , , , , , , , , , leannan-locraidh, lionnan-locraidh, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14054","leantail, , leantail, , , , , , , , , leantailean, , , , , , , , leantailibh, , leantailean, , , , , , , , , , , ",", , , , , , , , , , , lean!tail!ean, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14055","leantalach, , leantalaiche, , , , leantalach, , leantalaich, , leantalaiche, , leantalaich, , , ","lean!tal!ach, , lean!tal!aiche, , , , , , lean!tal!aich, , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"14056","Leantran, Leantrain, ",", ",", ","ainm-àite","noun"
"14057","learag, , learaig, , learaige, , , , , , , , , learagan, , , , , , , , learagaibh, , learagan, , , , , , , , , , ",", , , , , , , , , , , , , learag!an, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14058","learag-Eòrpach, , learaig-Eòrpaich, , learaig-Eòrpaiche, , , , , , , , , learagan-Eòrpach, , , , , , , , , , learagan-Eòrpach, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14059","learag-Sheapanach, , learaig-Sheapanaich, , learaige-Seapanaiche, , , , , , , , , learagan-Seapanach, , , , , , , , , , learagan-Seapanach, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14060","learag thar-chinealach, ",", ",", ","boir.","noun"
"14061","learga-dhubh, , learga-dhuibh, , learga-dhuibhe, learga-duibhe, , , , , , , , , leargan-dubha, , , , , , , , , , leargan-dubha, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14062","learga-mhòr, , learga-mhòir, , learga-mhòire, learga-mòire, , , , , , , , , leargan-mòra, , , , , , , , , , leargan-mòra, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","learga-mhór, , learga-mhóir, , learga-mhóire, learga-móire, , , , , , , , , leargan-móra, , , , , , , , , , leargan-móra, , , , , , , , , , ","boir.","noun"
"14063","An Leargach, na Leargaich, ",", ",", ","ainm-àite","noun"
"14064","leasachadh dùthchail, ",", ",", ",,NULL
"14065","leasachadh so-sheasmhach, leasachadh seasmhach, ",", ",", ",,NULL
"14066","leasaich cleachdadh, ",", ",", ",,NULL
"14067","leasaiche, , leasaiche, , , , , , , , , leasaichean, , , , , , , , leasaichibh, , leasaichean, , , , , , , , , , , ","leas!aiche, , , , , , , , , , , leas!aich!ean, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14068","pronnag, phronnag, pronnaig, phronnaig, pronnaige, phronnaige, , , , , , , , pronnagan, phronnagan, , , , , , , pronnagaibh, phronnagaibh, pronnagan, phronnagan, , , , , , , , , ",", , , , , , , , , , , , , pronnag!an, phronnag!an, , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14069","leasaiche-ealain, , leasaiche-ealain, , , , , , , , , leasaichean-ealain, , , , , , , , , , leasaichean-ealain, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14070","teiripiche ghalaran dreuchdail, ",", ",", ",,NULL
"14071","leasaiche-cuirp, leasaiche-chuirp, leasaiche-cuirp, , , , , , , , , leasaichean-cuirp, , , , , , , , , , leasaichean-cuirp, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14072","leasaiche-cuirp breithe, ",", ",", ",,NULL
"14073","leas-chunnradh, , leas-chunnraidh, , , , , , , , , leas-chunnraidhean, , , , , , , , , , leas-chunnraidhean, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14074","Pròtacal Kyōto, ",", ",", ",,NULL
"14075","Leasotach, , Leasotaiche, , , , Leasotach, , Leasotaich, , Leasotaiche, , Leasotaich, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"14076","Leasotach, , Leasotaich, , , , , , , , Leasotaich, Leasotaich, , , , , , , , Leasotachaibh, , Leasotach, , , , , , , , Leasotacha, , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14077","Leasoto, ",", ",", ","ainm-àite boir.","noun"
"14078","leasradh, , leasraidh, , leasraidh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","leasrudh, , leasrudh, , leasruidh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14079","leasradh-uachdair, , leasraidh-uachdair, , leasraidh-uachdair, , , , , , , , , leasraidhean-uachdair, , , , , , , , , , leasraidhean-uachdair, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14080","leiteas a' bhalla, leiteis a' bhalla, ",", ",", ",,NULL
"14081","leatha fhèin na h-aonar, ",", ","leatha fhéin 'na h-aonar, ",,NULL
"14082","leathach òg, ",", ",", ",,NULL
"14083","leathach làn, ",", ",", ",,NULL
"14084","leathach tro leasan, ",", ",", ",,NULL
"14085","leathad soirbh, ",", ",", ",,NULL
"14086","leathann, , leatha, leithne, , , , leathann, , leathainn, , leathainne, , leathainn, , , ",", , , , , , , , , , , , , , , ","leathan, leathun, leathunn, , , , , , leathan, leathun, leathunn, , leathain, leathuin, leathuinn, , leathaine, leathuine, leathuinne, , leathain, leathuin, leathuinn, , , ","bua.","adjective"
"14087","leathach gorm, ",", ",", ",,NULL
"14088","leatrom, , leatruim, leatroma, , , , , , , , , leatroman, , , , , , , , leatromaibh, , leatroman, , , , , , , , , , , ","lea!trom, , lea!truim, le!atroma, , , , , , , , , lea!trom!an, , , , , , , , , , , , , , , , , , , , , ","leathtrom, leth-trom, , leathtruim, leth-truim, , , , , , , , , leathtroman, leth-troman, , , , , , , , leathtromaibh, leth-tromaibh, , leathtroman, leth-troman, , , , , , , , , , , ","fir.","noun"
